time_s,biomass_gDW,glc__D_e,o2_e,nh4_e,pi_e,h_e,h2o_e,co2_e,ac_e,acald_e,akg_e,etoh_e,for_e,fru_e,fum_e,gln__L_e,glu__L_e,lac__D_e,mal__L_e,pyr_e,succ_e
1128.0,2.093499679789809,4.700005180181878,4.0634925056551796e-65,17.947900347918775,63.805973538345285,19.25762031500556,55495.65023783762,0.0,5.370691708206601,0.0,0.0,5.34778463319231,11.13842581150316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130.0,2.0936162816873294,4.688497053153613,3.11827914349769e-65,17.946581596601433,63.8050838503921,19.292129786132406,55495.64224128986,0.0,5.38027395962001,0.0,0.0,5.357542901919532,11.15850155098151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132.0,2.0937327780837487,4.676988582503512,2.3928924784229364e-65,17.945262821097252,63.80419414612141,19.326640287851298,55495.63424446288,0.0,5.389856519333322,0.0,0.0,5.367301482174941,11.178577923772398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134.0,2.0938491691425636,4.6654797703014586,1.836217209922474e-65,17.94394402171954,63.80330442574458,19.36115181395613,55495.626247357926,0.0,5.3994393857342,0.0,0.0,5.377060372304381,11.198654926434658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136.0,2.0939654550266957,4.653970618627314,1.4090214455489796e-65,17.942625198783297,63.80241468947412,19.395664358210883,55495.61824997623,0.0,5.409022557202811,0.0,0.0,5.386819570645974,11.21873255551096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138.0,2.0940816358984935,4.642461129571026,1.0811945308410529e-65,17.94130635260525,63.80152493752371,19.43017791434929,55495.610252319035,0.0,5.418606032111741,0.0,0.0,5.396579075530033,11.238810807527624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140.0,2.0941977119197315,4.63095130523274,8.296267961890378e-66,17.939987483503856,63.8006351701082,19.464692476074514,55495.6022543876,0.0,5.4281898088259135,0.0,0.0,5.406338885278975,11.25888967899445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142.0,2.0943136832516114,4.619441147722914,6.365820697083288e-66,17.938668591799328,63.799745387443615,19.499208037058807,55495.59425618318,0.0,5.437773885702501,0.0,0.0,5.416098998207235,11.278969166404522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144.0,2.0944295500547625,4.607930659162427,4.884484542524639e-66,17.937349677813646,63.79885558974718,19.53372459094317,55495.586257707044,0.0,5.447358261090841,0.0,0.0,5.425859412621173,11.299049266234029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146.0,2.0945453124892426,4.596419841682699,3.7477946800080475e-66,17.93603074187059,63.79796577723732,19.568242131337005,55495.57825896046,0.0,5.45694293333235,0.0,0.0,5.435620126818989,11.319129974942078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148.0,2.094660970714538,4.584908697425802,2.8755807045432723e-66,17.93471178429574,63.7970759501337,19.60276065181777,55495.570259944696,0.0,5.46652790076043,0.0,0.0,5.445381139090632,11.339211288970501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150.0,2.0947765248895625,4.573397228544583,2.2063177412158718e-66,17.93339280541651,63.79618610865721,19.637280145930635,55495.562260661034,0.0,5.476113161700385,0.0,0.0,5.455142447717702,11.35929320474367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152.0,2.0948919751726605,4.561885437202779,1.692790784466275e-66,17.93207380556217,63.79529625302998,19.671800607188107,55495.55426111077,0.0,5.485698714469327,0.0,0.0,5.464904050973365,11.379375718668289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154.0,2.0950073217216056,4.55037332557514,1.298767025574649e-66,17.930754785063847,63.794406383475405,19.706322029069682,55495.54626129519,0.0,5.495284557376086,0.0,0.0,5.474665947122252,11.399458827133211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156.0,2.0951225646936016,4.538860895847549,9.964418669313734e-67,17.929435744254565,63.79351650021816,19.740844405021477,55495.53826121559,0.0,5.504870688721114,0.0,0.0,5.484428134420368,11.41954252650923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158.0,2.0952377042452817,4.527348150217145,7.6447877361878e-67,17.928116683469252,63.7926266034842,19.775367728455855,55495.53026087328,0.0,5.5144571067963986,0.0,0.0,5.494190611114994,11.439626813148887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160.0,2.09535274053271,4.515835090892453,5.865049124430844e-67,17.926797603044772,63.791736693500795,19.80989199275106,55495.52226026957,0.0,5.5240438098853595,0.0,0.0,5.50395337544459,11.459711683386256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162.0,2.095467673711381,4.504321720093501,4.499566151515828e-67,17.925478503319933,63.79084677049651,19.844417191250823,55495.51425940578,0.0,5.533630796262758,0.0,0.0,5.5137164256386955,11.479797133536747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164.0,2.0955825039362215,4.49280804005196,3.451933327490568e-67,17.92415938463552,63.78995683470126,19.878943317264003,55495.50625828324,0.0,5.543218064194598,0.0,0.0,5.523479759917827,11.499883159896893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
